atom,gamma_code,code_length,formula_length,length_match,translation,derivative,expected_derivative,derivative_match,closed_disk_image_bound,common_compact_containment,global_prefix_free,inventory_tags,inventory_filter_stage,candidate_target_calls
194,000000011000010,15,15,True,-15615/65536,1/32768,1/32768,True,15617/65536,True,True,all_integer_control,post_freeze_evaluator,0
195,000000011000011,15,15,True,17153/65536,1/32768,1/32768,True,17155/65536,True,True,all_integer_control,post_freeze_evaluator,0
196,000000011000100,15,15,True,-23807/65536,1/32768,1/32768,True,23809/65536,True,True,square_control|all_integer_control,post_freeze_evaluator,0
197,000000011000101,15,15,True,8961/65536,1/32768,1/32768,True,8963/65536,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
198,000000011000110,15,15,True,-7423/65536,1/32768,1/32768,True,7425/65536,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
199,000000011000111,15,15,True,25345/65536,1/32768,1/32768,True,25347/65536,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
200,000000011001000,15,15,True,-27903/65536,1/32768,1/32768,True,27905/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
201,000000011001001,15,15,True,4865/65536,1/32768,1/32768,True,4867/65536,True,True,all_integer_control,post_freeze_evaluator,0
202,000000011001010,15,15,True,-11519/65536,1/32768,1/32768,True,11521/65536,True,True,all_integer_control,post_freeze_evaluator,0
203,000000011001011,15,15,True,21249/65536,1/32768,1/32768,True,21251/65536,True,True,all_integer_control,post_freeze_evaluator,0
204,000000011001100,15,15,True,-19711/65536,1/32768,1/32768,True,19713/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
205,000000011001101,15,15,True,13057/65536,1/32768,1/32768,True,13059/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
206,000000011001110,15,15,True,-3327/65536,1/32768,1/32768,True,3329/65536,True,True,all_integer_control,post_freeze_evaluator,0
207,000000011001111,15,15,True,29441/65536,1/32768,1/32768,True,29443/65536,True,True,all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
208,000000011010000,15,15,True,-29951/65536,1/32768,1/32768,True,29953/65536,True,True,all_integer_control,post_freeze_evaluator,0
209,000000011010001,15,15,True,2817/65536,1/32768,1/32768,True,2819/65536,True,True,all_integer_control,post_freeze_evaluator,0
210,000000011010010,15,15,True,-13567/65536,1/32768,1/32768,True,13569/65536,True,True,all_integer_control,post_freeze_evaluator,0
211,000000011010011,15,15,True,19201/65536,1/32768,1/32768,True,19203/65536,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
212,000000011010100,15,15,True,-21759/65536,1/32768,1/32768,True,21761/65536,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
213,000000011010101,15,15,True,11009/65536,1/32768,1/32768,True,11011/65536,True,True,all_integer_control,post_freeze_evaluator,0
214,000000011010110,15,15,True,-5375/65536,1/32768,1/32768,True,5377/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
215,000000011010111,15,15,True,27393/65536,1/32768,1/32768,True,27395/65536,True,True,all_integer_control,post_freeze_evaluator,0
216,000000011011000,15,15,True,-25855/65536,1/32768,1/32768,True,25857/65536,True,True,all_integer_control,post_freeze_evaluator,0
217,000000011011001,15,15,True,6913/65536,1/32768,1/32768,True,6915/65536,True,True,all_integer_control,post_freeze_evaluator,0
218,000000011011010,15,15,True,-9471/65536,1/32768,1/32768,True,9473/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
219,000000011011011,15,15,True,23297/65536,1/32768,1/32768,True,23299/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
220,000000011011100,15,15,True,-17663/65536,1/32768,1/32768,True,17665/65536,True,True,all_integer_control,post_freeze_evaluator,0
221,000000011011101,15,15,True,15105/65536,1/32768,1/32768,True,15107/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
222,000000011011110,15,15,True,-1279/65536,1/32768,1/32768,True,1281/65536,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
223,000000011011111,15,15,True,31489/65536,1/32768,1/32768,True,31491/65536,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
224,000000011100000,15,15,True,-30975/65536,1/32768,1/32768,True,30977/65536,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
225,000000011100001,15,15,True,1793/65536,1/32768,1/32768,True,1795/65536,True,True,square_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
226,000000011100010,15,15,True,-14591/65536,1/32768,1/32768,True,14593/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
227,000000011100011,15,15,True,18177/65536,1/32768,1/32768,True,18179/65536,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
228,000000011100100,15,15,True,-22783/65536,1/32768,1/32768,True,22785/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
229,000000011100101,15,15,True,9985/65536,1/32768,1/32768,True,9987/65536,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
230,000000011100110,15,15,True,-6399/65536,1/32768,1/32768,True,6401/65536,True,True,all_integer_control,post_freeze_evaluator,0
231,000000011100111,15,15,True,26369/65536,1/32768,1/32768,True,26371/65536,True,True,all_integer_control|matched_density_hash,post_freeze_evaluator,0
232,000000011101000,15,15,True,-26879/65536,1/32768,1/32768,True,26881/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
233,000000011101001,15,15,True,5889/65536,1/32768,1/32768,True,5891/65536,True,True,prime_evaluator|fibonacci_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
234,000000011101010,15,15,True,-10495/65536,1/32768,1/32768,True,10497/65536,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
235,000000011101011,15,15,True,22273/65536,1/32768,1/32768,True,22275/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
236,000000011101100,15,15,True,-18687/65536,1/32768,1/32768,True,18689/65536,True,True,all_integer_control,post_freeze_evaluator,0
237,000000011101101,15,15,True,14081/65536,1/32768,1/32768,True,14083/65536,True,True,all_integer_control,post_freeze_evaluator,0
238,000000011101110,15,15,True,-2303/65536,1/32768,1/32768,True,2305/65536,True,True,all_integer_control,post_freeze_evaluator,0
239,000000011101111,15,15,True,30465/65536,1/32768,1/32768,True,30467/65536,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
240,000000011110000,15,15,True,-28927/65536,1/32768,1/32768,True,28929/65536,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
241,000000011110001,15,15,True,3841/65536,1/32768,1/32768,True,3843/65536,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
242,000000011110010,15,15,True,-12543/65536,1/32768,1/32768,True,12545/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
243,000000011110011,15,15,True,20225/65536,1/32768,1/32768,True,20227/65536,True,True,all_integer_control,post_freeze_evaluator,0
244,000000011110100,15,15,True,-20735/65536,1/32768,1/32768,True,20737/65536,True,True,all_integer_control,post_freeze_evaluator,0
245,000000011110101,15,15,True,12033/65536,1/32768,1/32768,True,12035/65536,True,True,all_integer_control,post_freeze_evaluator,0
246,000000011110110,15,15,True,-4351/65536,1/32768,1/32768,True,4353/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
247,000000011110111,15,15,True,28417/65536,1/32768,1/32768,True,28419/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
248,000000011111000,15,15,True,-24831/65536,1/32768,1/32768,True,24833/65536,True,True,all_integer_control,post_freeze_evaluator,0
249,000000011111001,15,15,True,7937/65536,1/32768,1/32768,True,7939/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
250,000000011111010,15,15,True,-8447/65536,1/32768,1/32768,True,8449/65536,True,True,all_integer_control,post_freeze_evaluator,0
251,000000011111011,15,15,True,24321/65536,1/32768,1/32768,True,24323/65536,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
252,000000011111100,15,15,True,-16639/65536,1/32768,1/32768,True,16641/65536,True,True,all_integer_control,post_freeze_evaluator,0
253,000000011111101,15,15,True,16129/65536,1/32768,1/32768,True,16131/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
254,000000011111110,15,15,True,-255/65536,1/32768,1/32768,True,257/65536,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
255,000000011111111,15,15,True,32513/65536,1/32768,1/32768,True,32515/65536,True,True,all_integer_control,post_freeze_evaluator,0
256,00000000100000000,17,17,True,-130559/262144,1/131072,1/131072,True,130561/262144,True,True,square_control|all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
257,00000000100000001,17,17,True,513/262144,1/131072,1/131072,True,515/262144,True,True,prime_evaluator|all_integer_control|matched_density_hash,post_freeze_evaluator,0
258,00000000100000010,17,17,True,-65023/262144,1/131072,1/131072,True,65025/262144,True,True,all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
259,00000000100000011,17,17,True,66049/262144,1/131072,1/131072,True,66051/262144,True,True,all_integer_control,post_freeze_evaluator,0
260,00000000100000100,17,17,True,-97791/262144,1/131072,1/131072,True,97793/262144,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
261,00000000100000101,17,17,True,33281/262144,1/131072,1/131072,True,33283/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
262,00000000100000110,17,17,True,-32255/262144,1/131072,1/131072,True,32257/262144,True,True,all_integer_control,post_freeze_evaluator,0
263,00000000100000111,17,17,True,98817/262144,1/131072,1/131072,True,98819/262144,True,True,prime_evaluator|all_integer_control|matched_density_hash|arbitrary_decidable_modular,post_freeze_evaluator,0
264,00000000100001000,17,17,True,-114175/262144,1/131072,1/131072,True,114177/262144,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
265,00000000100001001,17,17,True,16897/262144,1/131072,1/131072,True,16899/262144,True,True,all_integer_control,post_freeze_evaluator,0
266,00000000100001010,17,17,True,-48639/262144,1/131072,1/131072,True,48641/262144,True,True,all_integer_control,post_freeze_evaluator,0
267,00000000100001011,17,17,True,82433/262144,1/131072,1/131072,True,82435/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
268,00000000100001100,17,17,True,-81407/262144,1/131072,1/131072,True,81409/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
269,00000000100001101,17,17,True,49665/262144,1/131072,1/131072,True,49667/262144,True,True,prime_evaluator|all_integer_control|matched_density_hash,post_freeze_evaluator,0
270,00000000100001110,17,17,True,-15871/262144,1/131072,1/131072,True,15873/262144,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
271,00000000100001111,17,17,True,115201/262144,1/131072,1/131072,True,115203/262144,True,True,prime_evaluator|all_integer_control,post_freeze_evaluator,0
272,00000000100010000,17,17,True,-122367/262144,1/131072,1/131072,True,122369/262144,True,True,all_integer_control,post_freeze_evaluator,0
273,00000000100010001,17,17,True,8705/262144,1/131072,1/131072,True,8707/262144,True,True,all_integer_control,post_freeze_evaluator,0
274,00000000100010010,17,17,True,-56831/262144,1/131072,1/131072,True,56833/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
275,00000000100010011,17,17,True,74241/262144,1/131072,1/131072,True,74243/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
276,00000000100010100,17,17,True,-89599/262144,1/131072,1/131072,True,89601/262144,True,True,all_integer_control,post_freeze_evaluator,0
277,00000000100010101,17,17,True,41473/262144,1/131072,1/131072,True,41475/262144,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
278,00000000100010110,17,17,True,-24063/262144,1/131072,1/131072,True,24065/262144,True,True,all_integer_control,post_freeze_evaluator,0
279,00000000100010111,17,17,True,107009/262144,1/131072,1/131072,True,107011/262144,True,True,all_integer_control,post_freeze_evaluator,0
280,00000000100011000,17,17,True,-105983/262144,1/131072,1/131072,True,105985/262144,True,True,all_integer_control,post_freeze_evaluator,0
281,00000000100011001,17,17,True,25089/262144,1/131072,1/131072,True,25091/262144,True,True,prime_evaluator|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
282,00000000100011010,17,17,True,-40447/262144,1/131072,1/131072,True,40449/262144,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
283,00000000100011011,17,17,True,90625/262144,1/131072,1/131072,True,90627/262144,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random|matched_density_hash,post_freeze_evaluator,0
284,00000000100011100,17,17,True,-73215/262144,1/131072,1/131072,True,73217/262144,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
285,00000000100011101,17,17,True,57857/262144,1/131072,1/131072,True,57859/262144,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
286,00000000100011110,17,17,True,-7679/262144,1/131072,1/131072,True,7681/262144,True,True,all_integer_control,post_freeze_evaluator,0
287,00000000100011111,17,17,True,123393/262144,1/131072,1/131072,True,123395/262144,True,True,all_integer_control,post_freeze_evaluator,0
288,00000000100100000,17,17,True,-126463/262144,1/131072,1/131072,True,126465/262144,True,True,all_integer_control|matched_density_seeded_random|arbitrary_decidable_modular,post_freeze_evaluator,0
289,00000000100100001,17,17,True,4609/262144,1/131072,1/131072,True,4611/262144,True,True,square_control|all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
290,00000000100100010,17,17,True,-60927/262144,1/131072,1/131072,True,60929/262144,True,True,all_integer_control,post_freeze_evaluator,0
291,00000000100100011,17,17,True,70145/262144,1/131072,1/131072,True,70147/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
292,00000000100100100,17,17,True,-93695/262144,1/131072,1/131072,True,93697/262144,True,True,all_integer_control,post_freeze_evaluator,0
293,00000000100100101,17,17,True,37377/262144,1/131072,1/131072,True,37379/262144,True,True,prime_evaluator|all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
294,00000000100100110,17,17,True,-28159/262144,1/131072,1/131072,True,28161/262144,True,True,all_integer_control|matched_density_seeded_random,post_freeze_evaluator,0
295,00000000100100111,17,17,True,102913/262144,1/131072,1/131072,True,102915/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
296,00000000100101000,17,17,True,-110079/262144,1/131072,1/131072,True,110081/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
297,00000000100101001,17,17,True,20993/262144,1/131072,1/131072,True,20995/262144,True,True,all_integer_control,post_freeze_evaluator,0
298,00000000100101010,17,17,True,-44543/262144,1/131072,1/131072,True,44545/262144,True,True,all_integer_control|arbitrary_decidable_modular,post_freeze_evaluator,0
299,00000000100101011,17,17,True,86529/262144,1/131072,1/131072,True,86531/262144,True,True,all_integer_control,post_freeze_evaluator,0
